ticker,sharesOutstandingPCT,sharesOutstandingTotal,totalHoldingsValue,increasedPositionsHolders,increasedPositionsShares,decreasedPositionsHolders,decreasedPositionsShares,heldPositionsHolders,heldPositionsShares,totalPositionsHolders,totalPositionsShares,newPositionsHolders,newPositionsShares,soldOutPositionsHolders,soldOutPositionsShares,inserted
NAC,26.54,145,423,60,6160929,56,1710487,26,30534463,142,38405879,19,674700,20,321980,"31-03-2024 10:57:28"
NAD,34.58,233,925,132,15502056,97,5861372,64,59357362,293,80720790,48,5155876,25,486619,"31-03-2024 10:57:28"
NAII,32.62,6,12,12,43298,6,24634,10,1918441,28,1986373,4,16547,1,133,"31-03-2024 10:57:28"
NAK,10.03,530,17,23,4280307,32,1340728,44,47506832,99,53127867,6,3265414,15,303816,"31-03-2024 10:57:28"
NAMS,69.41,89,"1,465",13,13988988,12,2270204,15,45705153,40,61964345,4,13481970,7,585175,"31-03-2024 10:57:28"
NAN,23.97,31,81,23,1526803,26,261202,14,5608014,63,7396019,5,581726,11,124604,"31-03-2024 10:57:28"
NAOV,5.24,2,0,4,45116,4,61260,6,894,14,107270,1,41200,3,55929,"31-03-2024 10:57:28"
NAPA,94.17,115,"1,012",93,8582497,66,9321724,17,90777238,176,108681459,33,2271575,27,3424321,"31-03-2024 10:57:28"
NARI,84.82,58,"2,359",135,4652634,124,5726846,30,38785460,289,49164940,37,1368959,36,866689,"31-03-2024 10:57:28"
NAT,44.19,209,362,119,13773844,79,12955016,31,65528172,229,92257032,38,4645994,38,3541524,"31-03-2024 10:57:28"
NATH,42.43,4,123,38,168981,21,59996,14,1504242,73,1733219,7,106731,5,6478,"31-03-2024 10:57:28"
NATR,79.32,19,310,58,1327561,36,809298,14,12790937,108,14927796,19,576120,5,272696,"31-03-2024 10:57:28"
NAUT,51.76,125,190,34,21933285,26,2231923,20,40587429,80,64752637,8,17734081,5,1556053,"31-03-2024 10:57:28"
NAVI,97.4,113,"1,911",98,5387772,132,6394500,55,98039743,285,109822015,35,2028103,29,564969,"31-03-2024 10:57:28"
NAZ,15.4,12,20,14,533619,21,249030,7,1002408,42,1785057,3,84667,8,77392,"31-03-2024 10:57:28"
NB,5.02,35,5,38,415483,17,65782,15,1271198,70,1752463,12,98173,8,46934,"31-03-2024 10:57:28"
NBB,37.53,29,169,42,1648946,33,735574,19,8646517,94,11031037,18,487602,11,139564,"31-03-2024 10:57:28"
NBH,51.89,19,102,43,2151756,36,648307,10,6976743,89,9776806,15,469276,10,310002,"31-03-2024 10:57:28"
NBHC,89.91,38,"1,225",72,2446603,65,1241604,21,30283858,158,33972065,13,585371,15,198172,"31-03-2024 10:57:28"
NBIX,94.28,100,"12,939",299,10347971,244,9726457,52,73744087,595,93818515,89,1661814,46,1050752,"31-03-2024 10:57:28"
NBN,58.32,8,252,44,265421,33,207872,27,4078248,104,4551541,11,71863,6,14637,"31-03-2024 10:57:28"
NBR,82.18,9,670,97,1426473,112,1256090,26,5101921,235,7784484,42,582723,40,643185,"31-03-2024 10:57:28"
NBSE,12.76,4,0,5,143804,6,64925,14,267154,25,475883,3,143774,2,62354,"31-03-2024 10:57:28"
NBST,32.37,6,21,6,423874,15,3151881,7,1679424,28,1896331,5,348835,11,2713335,"31-03-2024 10:57:28"
NBTB,58.33,47,"1,009",81,1380737,81,678250,40,25445653,202,27504640,24,550151,19,293577,"31-03-2024 10:57:28"
NBTX,19.67,47,60,7,5816785,5,1013662,2,2441014,14,9271461,5,219771,2,1011201,"31-03-2024 10:57:28"
NBXG,35.5,79,328,52,2117139,18,1261465,16,24578247,86,27956851,15,476721,7,791004,"31-03-2024 10:57:28"
NBY,3.95,30,0,11,1023897,3,92337,9,72960,23,1189194,7,918776,0,0,"31-03-2024 10:57:28"
NC,43.12,6,77,23,104565,24,106111,17,2330614,64,2541290,2,35868,4,5325,"31-03-2024 10:57:28"
NCA,21.86,33,65,30,554384,22,471296,16,6211918,68,7237598,12,207045,4,15338,"31-03-2024 10:57:28"
NCLH,69.5,426,"6,191",223,50738234,260,39034744,114,206045716,597,295818694,87,3947519,78,8809767,"31-03-2024 10:57:28"
NCMI,69.32,97,346,40,37079000,21,1169809,13,29008115,74,67256924,23,32361740,10,613853,"31-03-2024 10:57:28"
NCNA,29.91,52,4,9,407553,5,991202,12,14208218,26,15606973,6,244695,3,53573,"31-03-2024 10:57:28"
NCNC,0.38,135,0,3,141542,5,2260255,5,1891510,13,510287,2,76392,3,121397,"31-03-2024 10:57:28"
NCNO,94.32,114,"4,027",107,6574145,105,6425266,20,94734387,232,107733798,36,1902701,24,864823,"31-03-2024 10:57:28"
NCPL,11.62,20,0,6,894484,3,439980,7,991439,16,2325903,2,881800,2,348880,"31-03-2024 10:57:28"
NCRA,1.25,10,0,6,1061,1,8576,2,116241,9,125878,2,468,0,0,"31-03-2024 10:57:28"
NCSM,71.21,2,28,8,49357,4,286,5,1720537,17,1770180,2,24612,0,0,"31-03-2024 10:57:28"
NCTY,0.0,693,0,2,14673,7,19306,2,8469,11,25510,0,0,5,17829,"31-03-2024 10:57:28"
NCV,22.45,90,68,57,4342322,38,4148768,20,11800018,115,20291108,23,2073926,13,514218,"31-03-2024 10:57:28"
NCZ,32.96,76,75,53,4578434,32,2262709,9,18246078,94,25087221,22,2384516,14,513995,"31-03-2024 10:57:28"
NDAQ,75.41,576,"27,398",363,97637230,333,20135538,97,316420823,793,434193591,107,74715867,80,5937726,"31-03-2024 10:57:28"
NDLS,65.78,45,57,39,2554059,33,2745422,16,24295365,88,29594846,13,1237204,7,488075,"31-03-2024 10:57:28"
NDMO,10.03,60,65,32,1059089,25,972362,5,3942262,62,5973713,18,666971,7,214305,"31-03-2024 10:57:28"
NDP,38.99,2,23,13,91907,13,181967,1,409969,27,683843,3,39053,2,105256,"31-03-2024 10:57:28"
NDRA,1.19,11,0,6,6461,4,16024,2,108669,12,131154,2,330,1,10323,"31-03-2024 10:57:28"
NDSN,72.11,57,"11,322",265,1892994,274,2377117,88,36970346,627,41240457,71,153755,52,328323,"31-03-2024 10:57:28"
NE,69.78,143,"4,831",167,16839201,128,12664509,37,70119866,332,99623576,50,3834628,47,2742729,"31-03-2024 10:57:28"
NEA,33.69,299,"1,115",141,13539761,117,6804920,81,80412851,339,100757532,55,3982527,27,498546,"31-03-2024 10:57:28"
NECB,40.43,14,90,47,646994,27,901608,9,4190788,83,5739390,15,270881,4,110224,"31-03-2024 10:57:28"
NEE,79.34,"2,052","104,066","1,195",125702604,"1,150",114968295,195,1387657208,"2,540",1628328107,265,12759414,159,8495842,"31-03-2024 10:57:28"
NEGG,0.45,380,2,16,570397,16,388848,4,764913,36,1724158,7,231874,9,152522,"31-03-2024 10:57:28"
NEM,68.41,"1,153","28,266",642,200395822,417,52531313,117,535734217,"1,176",788661352,184,7996674,99,8895194,"31-03-2024 10:57:28"
NEN,3.1,3,6,3,4670,5,3851,6,80259,14,88780,1,3000,1,172,"31-03-2024 10:57:28"
NEO,98.56,128,"1,977",129,11547763,134,6534241,59,107691922,322,125773926,42,1915516,35,1467391,"31-03-2024 10:57:28"
NEOG,107.32,217,"3,667",153,26512445,202,15714618,47,190143915,402,232370978,39,9765433,59,2782481,"31-03-2024 10:57:28"
NEON,3.37,15,1,9,21064,6,99273,5,397124,20,517461,0,0,3,53391,"31-03-2024 10:57:28"
NEOV,5.11,33,2,10,83866,1,802,8,1613773,19,1698441,4,3804,0,0,"31-03-2024 10:57:28"
NEP,67.36,94,"1,895",174,14729513,206,25439136,44,22843624,424,63012273,72,6901218,96,10841228,"31-03-2024 10:57:28"
NEPH,41.08,11,9,10,61028,2,18155,6,4252650,18,4331833,4,38395,0,0,"31-03-2024 10:57:28"
NERV,34.54,7,6,5,38128,6,25697,11,2351669,22,2415494,2,25114,2,10813,"31-03-2024 10:57:28"
NET,84.0,298,"24,269",363,13721249,250,16072882,95,220842405,708,250636536,145,2704768,39,1674385,"31-03-2024 10:57:28"
NETDU,11.36,30,36,6,71639,18,6312400,6,2918095,30,3465944,2,20820,11,5892329,"31-03-2024 10:57:28"
NEU,61.31,10,"3,731",162,332952,111,429071,55,5117054,328,5879077,52,60706,21,52576,"31-03-2024 10:57:28"
NEWP,11.39,171,26,21,1322562,25,811823,19,17364175,65,19498560,8,179142,13,412392,"31-03-2024 10:57:28"
NEWT,37.86,25,103,52,892733,37,563445,9,7874967,98,9331145,17,267118,8,173265,"31-03-2024 10:57:28"
NEXA,1.86,132,18,13,1343595,13,1254625,4,129679,30,2468541,4,1226343,9,1213343,"31-03-2024 10:57:28"
NEXI,8.74,1,1,2,2570,25,74943,3,25945,30,103458,0,0,19,74936,"31-03-2024 10:57:28"
NEXT,65.5,257,955,72,37853250,46,11207983,15,119083578,133,168144811,19,14830907,22,2934438,"31-03-2024 10:57:28"
NFBK,58.0,44,251,65,1985027,65,1571962,21,22233641,151,25790630,18,514975,11,151663,"31-03-2024 10:57:28"
NFE,58.7,205,"3,682",134,10931263,115,6708390,34,102710933,283,120350586,41,1665080,31,2714961,"31-03-2024 10:57:28"
NFG,74.32,92,"3,678",196,3560211,217,3758181,76,61151720,489,68470112,51,526034,57,969308,"31-03-2024 10:57:28"
NFGC,3.43,189,24,19,967693,16,248690,10,5278318,45,6494701,9,293827,6,75565,"31-03-2024 10:57:28"
NFJ,42.56,95,516,58,4570136,61,1842291,28,33932119,147,40344546,16,2276842,18,278200,"31-03-2024 10:57:28"
NFLX,81.19,433,"213,383","1,113",25026624,997,23642186,291,302677382,"2,401",351346192,363,2173931,141,3531534,"31-03-2024 10:57:28"
NFYS,59.23,17,109,11,2481882,34,22138948,6,14545764,51,10075066,5,1014258,20,8979240,"31-03-2024 10:57:28"
NG,56.02,334,562,80,8170316,75,8061326,36,171076096,191,187307738,18,522335,22,3129111,"31-03-2024 10:57:28"
NGD,36.28,686,423,85,58127463,41,18356284,51,172239974,177,248723721,26,13436968,15,10667260,"31-03-2024 10:57:28"
NGG,4.68,744,"2,377",202,2526138,161,1350446,90,30965954,453,34842538,60,448158,31,185023,"31-03-2024 10:57:28"
NGL,40.73,133,311,41,8313133,22,2003074,33,43654554,96,53970761,17,1705209,4,50107,"31-03-2024 10:57:28"
NGM,49.27,83,65,36,2567127,54,8681159,13,29875295,103,41123581,7,306577,20,850239,"31-03-2024 10:57:28"
NGMS,31.33,34,305,44,2728491,41,2051009,14,5758723,99,10538223,17,1864744,17,768872,"31-03-2024 10:57:28"
NGS,66.07,12,160,43,614887,13,384768,11,7217687,67,8217342,17,330866,2,124658,"31-03-2024 10:57:28"
NGVC,32.31,23,133,51,572774,33,340666,17,6437001,101,7350441,12,211183,6,41779,"31-03-2024 10:57:28"
NGVT,95.98,36,"1,659",116,3497277,136,4051751,43,27241018,295,34790046,42,311889,43,2790020,"31-03-2024 10:57:28"
NHC,56.33,15,817,88,2250209,68,947905,13,5448693,169,8646807,40,302871,11,205714,"31-03-2024 10:57:28"
NHI,62.3,43,"1,699",97,1796518,96,1438802,36,23808072,229,27043392,23,589626,22,195720,"31-03-2024 10:57:28"
NHS,14.75,26,31,22,730343,15,69651,9,3025635,46,3825629,6,405681,3,32933,"31-03-2024 10:57:28"
NHTC,10.13,12,8,7,9556,10,20221,7,1136680,24,1166457,1,1446,2,11866,"31-03-2024 10:57:28"
NI,92.34,448,"11,430",321,51765014,274,63111507,87,298372974,682,413249495,97,5079837,67,12934535,"31-03-2024 10:57:28"
NIC,37.02,15,474,50,292713,45,139817,26,5084401,121,5516931,9,63011,6,50469,"31-03-2024 10:57:28"
NICE,63.86,63,"10,540",203,5245948,169,4643445,44,30553080,416,40442473,70,1403660,44,522465,"31-03-2024 10:57:28"
NICK,62.82,7,31,9,89030,9,51118,7,4439884,25,4580032,3,79639,1,1612,"31-03-2024 10:57:28"
NIE,26.06,28,162,38,582162,25,553200,20,6085299,83,7220661,12,241833,1,1366,"31-03-2024 10:57:28"
NIM,32.74,12,37,25,473047,20,281156,19,3320763,64,4074966,6,79641,8,157180,"31-03-2024 10:57:28"
NINE,57.69,35,46,33,2473022,29,1335265,13,16572040,75,20380327,14,706536,13,267914,"31-03-2024 10:57:28"
NIO,25.52,"1,637","1,880",211,39937259,212,49278257,130,328606367,553,417821883,76,12681334,58,10723602,"31-03-2024 10:57:28"
NISN,4.42,4,1,2,87700,3,234911,2,145706,7,176905,1,500,3,234911,"31-03-2024 10:57:28"
NIU,6.3,137,15,32,2212007,28,3148861,13,3293317,73,8654185,12,219688,12,1650310,"31-03-2024 10:57:28"
NJR,71.28,98,"3,007",164,3411529,148,3623459,56,63033976,368,70068964,43,679737,37,1359738,"31-03-2024 10:57:28"
NKE,80.76,"1,217","92,389","1,225",73780261,"1,050",75177055,287,834114077,"2,562",983071393,303,10486635,141,9772159,"31-03-2024 10:57:28"
NKLA,33.29,"1,336",462,113,204653889,106,18458814,88,221461278,307,444573981,33,47016041,38,10407245,"31-03-2024 10:57:28"
NKSH,29.47,6,58,29,209701,23,103592,15,1423855,67,1737148,10,114990,6,18347,"31-03-2024 10:57:28"
NKTR,64.91,184,111,44,11759698,77,41043441,34,66391203,155,119194342,14,394501,28,28062151,"31-03-2024 10:57:28"
NKTX,83.23,49,445,51,13306838,44,8585355,16,19235499,111,41127692,26,9059585,16,2183403,"31-03-2024 10:57:28"
NKX,16.29,48,94,31,1065695,27,770397,15,5906195,73,7742287,11,715615,5,53550,"31-03-2024 10:57:28"
NL,10.89,49,39,27,341097,18,220604,13,4756680,58,5318381,4,106946,4,10462,"31-03-2024 10:57:28"
NLSP,16.35,36,1,0,0,3,463479,4,5367325,7,5830804,0,0,2,455056,"31-03-2024 10:57:28"
NLY,51.71,500,"5,091",298,22875684,255,9916688,78,225789569,631,258581941,92,3400361,65,4045321,"31-03-2024 10:57:28"
NMAI,31.5,33,131,28,1351715,32,676218,17,8499677,77,10527610,11,406542,12,156543,"31-03-2024 10:57:28"
NMCO,16.07,55,93,34,1795701,29,1641931,8,5367426,71,8805058,17,887274,10,200431,"31-03-2024 10:57:28"
NMFC,32.59,103,425,82,2565876,64,1579100,39,29381151,185,33526127,24,733779,18,332414,"31-03-2024 10:57:28"
NMG,2.79,92,6,12,175930,10,328524,7,2069985,29,2574439,9,93516,4,75675,"31-03-2024 10:57:28"
NMI,16.58,10,16,8,125618,13,182685,6,1357040,27,1665343,1,26081,4,130224,"31-03-2024 10:57:28"
NMIH,96.42,81,"2,522",142,6082388,124,5688672,34,66211351,300,77982411,42,1073660,19,831427,"31-03-2024 10:57:28"
NML,50.82,57,212,26,1512879,26,1222466,23,26060309,75,28795654,4,364820,8,192752,"31-03-2024 10:57:28"
NMM,24.77,30,319,18,5143053,16,334133,9,2000900,43,7478086,8,4877544,3,13888,"31-03-2024 10:57:28"
NMR,1.31,"3,164",267,98,9648362,39,897270,13,30980924,150,41526556,24,843739,3,15156,"31-03-2024 10:57:28"
NMRA,27.27,159,596,41,9241859,20,2011670,8,32080219,69,43333748,33,5150984,12,1361548,"31-03-2024 10:57:28"
NMRD,4.41,29,0,6,94493,6,1033330,12,147650,24,1275473,3,80424,4,35757,"31-03-2024 10:57:28"
NMRK,66.91,151,"1,123",130,14439841,86,9549991,34,77306796,250,101296628,54,3284775,29,4983114,"31-03-2024 10:57:28"
NMS,8.77,6,6,7,106754,11,88524,6,312421,24,507699,5,92694,4,33265,"31-03-2024 10:57:28"
NMT,15.87,9,16,17,443067,12,152378,9,884560,38,1480005,5,98479,5,50018,"31-03-2024 10:57:28"
NMTC,16.63,26,5,11,559804,7,415115,6,3337979,24,4312898,4,47754,3,278789,"31-03-2024 10:57:28"
NMZ,13.91,111,162,68,3341498,50,1605514,25,10432980,143,15379992,30,1750617,14,597062,"31-03-2024 10:57:28"
NN,39.39,111,288,64,4699576,14,786665,15,38311884,93,43798125,24,1160024,6,67818,"31-03-2024 10:57:28"
NNAGU,19.38,8,15,4,11019,31,4118120,8,2660997,43,1468142,1,7500,28,3839028,"31-03-2024 10:57:28"
NNBR,53.97,49,126,28,1760586,18,756743,18,24015907,64,26533236,13,759415,6,317697,"31-03-2024 10:57:28"
NNDM,28.66,253,202,51,9051810,61,6316682,47,57199741,159,72568233,21,927462,19,668552,"31-03-2024 10:57:28"
NNI,46.82,26,"1,169",79,740448,72,828006,22,10781793,173,12350247,28,281532,16,74634,"31-03-2024 10:57:28"
NNN,89.82,182,"7,005",237,16271889,202,13903907,56,133721025,495,163896821,92,3543885,51,2440918,"31-03-2024 10:57:28"
NNOX,22.49,57,126,51,1613379,44,2063257,23,9208213,118,12884849,18,329846,16,831089,"31-03-2024 10:57:28"
NNVC,10.3,12,1,12,50404,6,41557,17,1120712,35,1212673,6,36440,5,39906,"31-03-2024 10:57:28"
NNY,22.67,19,36,14,553971,15,149306,10,3578531,39,4281808,3,126835,3,25923,"31-03-2024 10:57:28"
NOA,64.13,27,382,42,1475622,48,2472747,14,13194455,104,17142824,15,742742,11,316659,"31-03-2024 10:57:28"
NOAH,8.39,328,315,35,366980,30,425595,12,26728283,77,27520858,7,44027,9,213915,"31-03-2024 10:57:28"
NOC,85.02,148,"60,288",730,6771646,578,4812243,266,114368197,"1,574",125952086,212,1149508,68,214622,"31-03-2024 10:57:28"
NODK,21.93,21,68,25,241277,15,209959,11,4060931,51,4512167,3,22139,1,57,"31-03-2024 10:57:28"
NOG,98.67,101,"3,950",199,16282280,126,5889303,37,77364358,362,99535941,48,1421296,40,2953022,"31-03-2024 10:57:28"
NOK,5.31,"5,613","1,056",156,34258276,246,62831109,118,201116089,520,298205474,70,5529352,73,30799654,"31-03-2024 10:57:28"
NOM,14.77,2,4,9,149139,6,29395,2,168516,17,347050,2,43276,1,14114,"31-03-2024 10:57:28"
NOMD,75.3,163,"2,397",99,13088607,78,14023977,25,95421700,202,122534284,36,863144,23,1748022,"31-03-2024 10:57:28"
NOTE,39.44,123,64,34,1971378,28,2870344,15,43564057,77,48405779,10,576902,14,1707258,"31-03-2024 10:57:28"
NOTV,18.17,26,51,23,692636,41,2501249,10,1492168,74,4686053,10,431184,15,1450017,"31-03-2024 10:57:28"
NOV,93.25,394,"7,172",199,27867152,163,25038009,66,314517593,428,367422754,65,3493055,38,3712480,"31-03-2024 10:57:28"
NOVA,121.45,122,912,136,24607036,116,24616521,26,99535826,278,148759383,53,6079296,38,6175099,"31-03-2024 10:57:28"
NOVT,98.67,36,"6,181",126,2800723,130,2044440,39,30523757,295,35368920,37,748011,38,387254,"31-03-2024 10:57:28"
NOVV,38.12,3,15,1,6710,7,564616,4,693741,12,1265067,0,0,3,523600,"31-03-2024 10:57:28"
NOW,87.48,205,"136,719",928,10916981,711,9319902,198,159090010,"1,837",179326893,298,1867047,106,726903,"31-03-2024 10:57:28"
NPCE,64.6,28,242,32,676929,9,439505,3,17195411,44,18311845,18,297599,1,55,"31-03-2024 10:57:28"
NPCT,44.47,29,132,26,1064850,24,850187,5,10872329,55,12787366,12,262631,7,409141,"31-03-2024 10:57:28"
NPFD,31.51,24,136,31,1974545,12,842443,5,4797377,48,7614365,15,557218,5,593999,"31-03-2024 10:57:28"
NPK,58.35,7,346,50,185400,53,140598,23,3806924,126,4132922,12,38451,6,33490,"31-03-2024 10:57:28"
NPO,98.18,21,"3,494",110,1290367,108,806529,37,18606725,255,20703621,32,116614,17,67128,"31-03-2024 10:57:28"
NPV,11.78,18,23,24,884106,21,259860,6,967553,51,2111519,11,719457,6,81757,"31-03-2024 10:57:28"
NPWR,46.45,72,381,47,2590436,25,1483533,11,29352281,83,33426250,25,1540473,15,805626,"31-03-2024 10:57:28"
NQP,30.21,37,133,34,2732164,33,1151457,20,7410430,87,11294051,10,210433,17,865969,"31-03-2024 10:57:28"
NR,81.11,85,499,117,13707958,72,7869698,13,47532454,202,69110110,52,3110204,24,2535386,"31-03-2024 10:57:28"
NRBO,1.37,5,0,4,42307,9,26758,1,2581,14,66484,2,41691,6,26754,"31-03-2024 10:57:28"
NRC,49.76,24,470,67,576576,53,616567,17,10676487,137,11869630,20,229398,8,68456,"31-03-2024 10:57:28"
NRDS,65.9,45,439,65,3888094,39,2686637,12,23291224,116,29865955,23,1122686,14,1528501,"31-03-2024 10:57:28"
NRDY,63.34,107,197,59,9104088,58,7297274,25,51405237,142,67806599,15,2637769,31,1484254,"31-03-2024 10:57:28"
NREF,66.36,18,168,25,185544,27,196383,9,11293234,61,11675161,4,7917,4,68401,"31-03-2024 10:57:28"
NRG,104.17,208,"14,668",271,22868572,287,41456394,103,152374401,661,216699367,102,4698201,54,6560567,"31-03-2024 10:57:28"
NRGV,39.1,147,103,56,3484099,39,3516412,24,50508666,119,57509177,16,670938,15,2669157,"31-03-2024 10:57:28"
NRIM,65.96,5,183,40,116479,39,151058,12,3360106,91,3627643,10,49469,12,45403,"31-03-2024 10:57:28"
NRIX,95.89,49,689,69,7956924,63,6861993,18,32065429,150,46884346,24,1865373,24,2846974,"31-03-2024 10:57:28"
NRK,35.79,87,339,30,4562993,43,1287576,34,25366606,107,31217175,7,934505,11,577033,"31-03-2024 10:57:28"
NRO,10.18,47,16,16,909002,35,1083571,16,2838884,67,4831457,6,526377,10,470480,"31-03-2024 10:57:28"
NRP,32.79,13,391,14,220306,34,250869,15,3778576,63,4249751,5,146889,11,22173,"31-03-2024 10:57:28"
NRSN,1.04,14,0,5,40099,3,677871,2,576375,10,141595,5,40099,2,673702,"31-03-2024 10:57:28"
NRT,6.97,9,4,7,204974,17,87622,15,347881,39,640477,4,42920,12,77307,"31-03-2024 10:57:28"
NRUC,0.3,10,1,1,20000,1,7,1,9605,3,29612,1,20000,1,7,"31-03-2024 10:57:28"
NRXP,4.25,92,2,9,894668,13,660977,15,2371340,37,3926985,3,783106,8,584234,"31-03-2024 10:57:28"
NRXS,1.43,5,0,5,48768,2,27700,2,926,9,75542,3,30747,2,27700,"31-03-2024 10:57:28"
NS,62.82,127,"1,850",65,6793502,51,6259637,41,66435078,157,79488217,23,1231774,12,866239,"31-03-2024 10:57:28"
NSA,90.29,80,"2,828",131,4587442,177,5050674,37,62572558,345,72210674,51,1286882,34,933783,"31-03-2024 10:57:28"
NSC,69.04,246,"43,326",675,12239623,668,9563918,328,148187996,"1,671",169991537,238,1726685,102,1317673,"31-03-2024 10:57:28"
NSIT,111.44,33,"6,738",168,2028469,146,2194778,37,32094585,351,36317832,62,680299,21,72460,"31-03-2024 10:57:28"
NSP,92.64,37,"3,787",155,2459276,174,1977343,47,30109073,376,34545692,52,568139,43,345015,"31-03-2024 10:57:28"
NSPR,44.08,23,25,13,1824514,4,247291,15,8267662,32,10339467,6,997800,3,245591,"31-03-2024 10:57:28"
NSSC,80.15,37,"1,184",116,3655855,83,2887027,18,22936102,217,29478984,41,1028918,29,900029,"31-03-2024 10:57:28"
NSTS,15.58,5,8,8,148987,4,133223,6,545887,18,828097,2,19565,1,88,"31-03-2024 10:57:28"
NSYS,3.03,3,1,4,1265,1,10138,3,71748,8,83151,1,715,1,10138,"31-03-2024 10:57:28"
NTAP,92.21,206,"19,976",397,18754949,296,13706836,95,157838193,788,190299978,113,2677166,51,2549196,"31-03-2024 10:57:28"
NTB,66.26,48,"1,007",75,2712548,77,3644126,20,25136697,172,31493371,27,410852,11,175652,"31-03-2024 10:57:28"
NTCT,92.81,71,"1,440",113,7878894,107,7059642,26,50991741,246,65930277,33,797517,40,780658,"31-03-2024 10:57:28"
NTES,11.05,647,"7,394",223,15750235,158,21260912,60,34447672,441,71458819,87,5914327,45,5442802,"31-03-2024 10:57:28"
NTG,33.43,6,72,20,150961,37,264833,7,1470649,64,1886443,8,72084,10,88219,"31-03-2024 10:57:28"
NTGR,82.84,30,388,89,3777198,59,2507606,17,18287793,165,24572597,27,728524,15,339453,"31-03-2024 10:57:28"
NTIC,32.95,9,42,19,208607,10,70204,15,2828049,44,3106860,2,7085,3,48080,"31-03-2024 10:57:28"
NTIP,21.12,24,10,12,175969,5,27102,5,4762712,22,4965783,4,112449,1,9000,"31-03-2024 10:57:28"
NTLA,89.91,96,"2,377",172,9767618,113,4603474,42,72035739,327,86406831,49,2314455,36,912004,"31-03-2024 10:57:28"
NTNX,83.13,244,"12,536",226,24979003,174,16989493,39,161139268,439,203107764,97,3954529,41,2715233,"31-03-2024 10:57:28"
NTR,63.18,495,"16,970",279,26098599,329,29210022,116,257149515,724,312458136,91,2724608,93,3928673,"31-03-2024 10:57:28"
NTRA,95.01,121,"10,493",198,12631725,163,14232089,29,87864085,390,114727899,70,1665028,33,1606731,"31-03-2024 10:57:28"
NTRB,2.49,8,1,5,1730,3,7503,4,186030,12,195263,1,6,0,0,"31-03-2024 10:57:28"
NTRS,83.56,204,"15,159",312,16179721,310,13945910,111,140353177,733,170478808,101,2308232,62,1378517,"31-03-2024 10:57:28"
NTRSO,0.01,16,0,1,235,0,0,1,1640,2,1875,0,0,0,0,"31-03-2024 10:57:28"
NTST,111.14,73,"1,495",103,13090162,54,9004230,12,59285085,169,81379477,26,3518134,18,2177218,"31-03-2024 10:57:28"
NTWK,16.31,11,5,9,58701,7,60413,8,1738503,24,1857617,2,33302,1,9523,"31-03-2024 10:57:28"
NTZ,3.44,55,12,4,119176,3,27684,1,1749382,8,1896242,1,100,1,250,"31-03-2024 10:57:28"
NU,73.54,"3,603","31,611",304,406129731,159,279390031,58,1964149665,521,2649669427,125,141810419,32,13101210,"31-03-2024 10:57:28"
NUE,78.8,241,"37,543",543,8024867,576,8730285,196,172949839,"1,315",189704991,164,1299669,76,1009193,"31-03-2024 10:57:28"
NURO,4.77,2,0,9,70500,8,15367,2,8942,19,94809,5,42858,5,15312,"31-03-2024 10:57:28"
NUS,82.74,49,565,97,4232804,119,4118645,27,32537156,243,40888605,31,551879,36,753781,"31-03-2024 10:57:28"
NUTX,4.79,745,3,23,6285451,34,5928508,15,23499533,72,35713492,8,267933,20,2647617,"31-03-2024 10:57:28"
NUV,22.91,208,414,100,8573118,104,3469109,48,35505798,252,47548025,39,2987236,27,423174,"31-03-2024 10:57:28"
NUVB,61.98,218,492,57,16784353,55,19425267,25,98927274,137,135136894,14,5529433,23,10081355,"31-03-2024 10:57:28"
NUVL,108.47,59,"4,776",116,10791095,32,3017311,10,49792809,158,63601215,44,2285177,7,393001,"31-03-2024 10:57:28"
NUW,38.9,18,94,37,804699,12,194900,6,5983179,55,6982778,14,298610,4,87337,"31-03-2024 10:57:28"
